20210817,lurio douglas m,459500.0,10.0,6517000.0
20210817,herbert stephen p,459500.0,10.0,6517000.0
20210817,armada sponsor llc,459500.0,10.0,6467000.0
20211001,lurio douglas m,1125000.0,0.0,5392000.0
20211001,herbert stephen p,1125000.0,0.0,5392000.0
20211001,armada sponsor llc,1125000.0,0.0,5342000.0
